ind_num	score	content
104	1	老公 非常 喜欢   给 他 一个 惊喜   喜欢 到 不行   样子 很炫酷   我 也 不是 很 懂   喜欢 就 好
105	1	一直 关注 惠普 这款 一 开始 是 要 买 120hz 那款 的 没想到 活动 来 了 144hz ， 就 立马 下手 了 ssd 比较 良心 是 三星 的   友达 屏幕   就 这样 吧 屏幕 确实 惊艳     继续 体验 吧 后续 追加 评论 吧
106	1	两天 之内 就 收到 电脑 了 ， 物流 挺快 的 电脑 体验 挺棒 ， 像素 也 挺 好 ， 样子 也 很酷 。
107	1	电脑 不错 ， 散热 有点 响 ， 看到 硬件 感觉 运气 不 咋 的 。
108	1	好 ， 外观 好看 ， 散热 也好 ， 正在 下载 游戏 呢 。
109	1	物流 速度 很快 ， 质量 很 好 ， 京东 值得 信赖 ！
110	1	惠普 笔记本电脑 i5 - 7300     128ssd + 1T     144Hz 外观 漂亮 ， 早上 订 ， 晚上 收到 。 春节 前 就 看中 惠普 120Hz 这台 想 等 价格 降点 再 买 ， 这次 真好 有 升级 款 所以 就 等 28 日 零点 下单 ， 笔记本电脑 刚 拿到 手 ， 性能 只有 用 一 阶段 再评 了 。 京东 的 服务态度 没 的 说 ， 快递 速度 快 ， 服务态度 一流 。
111	1	我超 喜欢 ， 非常 喜欢 。 没得说 ， 你 值得 拥有 。
112	1	电脑包 一定 不要 买 15.6 寸 的 ， 装不下 ， 装不下 ， 装不下 。 我 又 退 了 换 17 寸 的 了 ！ 内存 固态 都 是 三星 ， 屏幕 友达 ， 机械 硬盘 希捷 10000 转 （ 手动 滑稽 ） 很 满意 的 一次 购物 ！
113	1	机器 很 好 ， 风扇 声音 也 可以 接受 ， 带不带 耳机 都 没什么 影响 ， 不是 很 吵 。 唯一 有点 问题 就是 屏幕 左上角 有点 轻微 漏光 ， 但是 不 影响 使用 。 还有 一个 问题 就是 ， 玩 黑魂 3 的 时候 ， 画面 会 突然 的 卡顿 ， 不 知道 是 什么 原因 ， 因为 刚到 ， 驱动 系统 的 都 没 更新 ， 不 知道 该不该 更新 ， 希望 有 大佬 解答 一下 ？ 本来 纠结 宏碁 15.6 G3 的 那款 和 这款 ， 当心 太 大 ， 但是 收到 之后 觉得 这才 是 我 喜欢 的 尺寸 。 另外 上 图 ， 先 体验 1 个 月 我 再 来 追评 。 有 喜欢 这个 的 老哥 可以 问 我 哈 ， 也 希望 有 老哥 解决 我 黑魂会 突然 卡顿 的 问题 ， 谢谢 ?
114	1	感觉 还行 吧 ， 暂时 还 没 玩游戏 ， 等 回头 测试 之后 再说
115	0	没收 到货 前 心情 是 极为 忐忑 的 。 尽管 下单 之前 已经 做 了 很多 功夫 挑选 ， 第一次 在 京东 买 东西 而且 还是 一台 首发 的 电脑 ， 很怕 买 了 一台 IQ 检测 机 回来 。 结果 收到 货后 大体上 还 比较满意 ， 客观 优缺点 罗列 下来 供 大家 参考 ： 优点 ： 1 . 系统 比较 流畅   2 . 键盘 功能键 位 背光 设计 用心   3 . 运行 大型 游戏 表现 不错 （ PUBG   文明 5   传送门 2 ）   4 . 散热 风扇 声音 不 大   5 . 屏幕 色域 丰富 看着 舒服 缺点 ： 1 . 快递 垃圾 ， 没有 次日 达 ， 导致 延误 了 去 学 的 火车   2 . 不管 京东 配送 途中 温柔 不 温柔 ， 反正 包装 就 个 大 塑料袋 看起来 还是 很扎心 的   3 . 右键 卡顿   4 . 运行 大型 游戏 屏幕 下方 和 键盘 上方 连接处 发热 明显 ， 不过 关闭 后 降温 也 很快   5 . 键盘 周围 刚 面板 手 放上去 容易 打油 留下 痕迹   6 . 友达 屏幕   三星 固态   日立 机械   金士顿 内存 （ 这点 很 不 满意 ） 综合 起来 性价比 还 可以   没有 过高 要求 的 可以 考虑 入手 。
116	0	很 完美 ， 比 想象 的 好 ， 硬盘 运行 的 时间 是 五个 小时 。 内存 是 金士顿 的 ， 固态 是 三星 的 ， 很 开心 。 但是 ！ 有 电流 声 ！ 吱 ！ 吱 ！ 吱 ！ 重要 的 事情 说 三遍 ！ 在 右边 键盘 那边 ， 如果 在 很 安静 的 情况 下 ， 听 的 一清二楚 ！   还好 吧 ， 先用 着 ， 等 过个 几个 月 我 在 评论 。
117	1	精致 美观大方 ， 非常 的 帅气 ， 性价比 高 ， 值得 拥有
118	1	很棒 的 哦 ， 就是 重 了 点 ， 不过 游戏 本 都 这 ， 比 实体店 便宜 1000 多
119	1	非常 棒 惠普 暗夜精灵 三
120	1	目前 来说 还 算 满意 ， 然后 是 三星 的 固态 和 内存
121	1	这块 屏幕 是 真的 素质 高 ！ 外观 好看 ， 性能 强劲 ！ 唯一 不足 是 机械 硬盘 的 滋滋 声 ， 有 条件 的 童鞋 可以 自己 换 一块 硬盘 。
122	1	电脑 还 可以 ， 就是 在 桌面 点 鼠标 右键 有卡顿
123	1	昨天 订单 今天 一 早就 到 ， 因为 上班 自己 跑点 上去 拿 的 ， 顺便 参观 了 下 京东 货物 分发 流水线 ， 一堆 快递 员 ， 场面 真 壮观 ? 拿到 手 发现 包装 挺 随意 ? 不过 没有 出 问题 ， 到 了 单位 迫不及待 开箱 ， 完美 ， 一切都是 新 的 ， 开机 大概 15 秒左右 ， 并 没有 看到 传说 中 固态 开机 10 秒 内 的 高端 体验 ， 不过 这 速度 也 很 不错 了 ， 没有 上网 ， 内存 居然 是 金士顿 2666 的 ， 汗 。 。 想 升级 都 不好 买 一样 的 ， 固态 是 建兴 的 ， 稍微 可惜 点 ， 没 插 电源 跑 分 在 16 万 ， 插上 电源 ， 稍作 优化 就 到 25 万 ， 很 满意 ， 噪音 不算 大 ， 可能 是 没有 玩游戏 的 原因 ， 运行 个 把 小时 ， 发热 也 不是 很 厉害 。 反正 留言 里 的 各种 麻烦 都 没 碰上 ， 哈哈 。 其他 的 等 以后 多用 段时间 再来 追评 好 了
124	0	一波三折 的 购买 ， 28 日守 到 零点 ， 迅速 拍 下 ， 发现 白条 没有 用免 12 期 的 活动 ， （ 不 清楚 为什么 不 直接 在 白条 上 免掉 ） 。 郁闷 中 ， 退货 ， 然后 就 等 白条 回款 ， 等到 28 日 下午 才 拍 下 ， 题外话 完 ！ ！ ！ 1 号 中午 收到 本本 ， 入手 感觉 很冰 ， c 面 应该 不是 塑料 材质 ， 模具 做工 很 好 ， 很酷 。 无 坏点 ， 漏光 ！ 窃喜 。 鲁 大师 23 万多 分 ， 三星 的 固态 和 三星 的 内存 ， 窃喜 继续 ！ ！ c 面 比较 容易 留 指纹 等 ！ ！ 可能 和 材质 有关 。 下面 说 说 问题 ： 屏幕显示 感觉 有点 虚 ， 看 的 眼睛 有点累 。 （ 也许 是 台式机 用 习惯 小 屏幕 原因 吧 ？ ） 玩游戏 感觉 ps ： 守望 先锋 显卡 温度 达到 70 ， 多 程序 开启 后 ， 安装 比较 缓慢 ！ cpu 基本 都 在 100% ， 我 得 台式机 3 年前 的 i5 的 cou ， 显卡 960 得 ， 比 这个 安装 都 快 ， 不 知道 为什么 整体 初试 还行 吧 ， 下面 上 图
125	1	在 暗影 3 和 拯救 者 y720 之间 纠结 了 好久 ， 看 了 很多 评论 和 测评 ， 最终 选择 了 暗影 3plus ， 入手 两天 ， 外观 没 的 说 ， 电脑 和 充电器 是 真重 ， 忍不住 鲁 大师 了 一把 ， 31 万多 ， 应该 正常 。 游戏 暂时 只试 了 个 英雄 联盟 ， 快 的 不 适应 ， 散热 感觉 还好 ， 就是 win10 不太 适应 ， 系统 自带 了 不少 不 需要 的 东西 ， 暂时 还 没 发现 别的 问题 。
126	1	玩游戏 没有 过热 降频 过 ， 1070 显卡 这个 价位 也 很 有 性价比 。 屏幕 好 ， 风扇 声音 比 想象 的 小 。 比 15.6 寸 的 重 好多好多 。 c 面 手感 好 。 外观 还 可以 ， 没有 很 惊艳 。 总体 来说 很 满意 。
127	1	感觉 非常 棒 ！ ！ 上午 十点 下 的 单 ， 下午 四点 就 到 了 ！ ！ 给力 ！ 电脑 的 做工 真的 是 一流 ， 非常 有 质感 ， 很 满意 的 一次 购物 ， 第一次 买 惠普 的 电脑 ， 希望 性能 也 很 好 ！
128	1	感觉 非常 棒 ！ ！ 上午 十点 下 的 单 ， 下午 四点 就 到 了 ！ ！ 给力 ！ 电脑 的 做工 真的 是 一流 ， 非常 有 质感 ， 很 满意 的 一次 购物 ， 第一次 买 惠普 的 电脑 ， 希望 性能 也 很 好 ！ < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6700 / 269 / 504964986 / 118186 / 80ce3316 / 594107bdN9550a9e7 . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t5602 / 128 / 3689656333 / 149127 / 1b42559d / 594107bfN9e120469 . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6082 / 225 / 2462673647 / 168337 / 21d968c4 / 594107c0N7cb221af . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6016 / 194 / 2455091178 / 204899 / 52b4ab77 / 594107c1Ndcc8f32f . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6334 / 69 / 565957464 / 135654 / 64c6e897 / 594107bdNd844b9bd . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t5644 / 125 / 3696045699 / 100680 / a7a9d22d / 594107bbN90419612 . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t5671 / 189 / 3700654577 / 120753 / ff1f6ae1 / 594107baN31402332 . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t5734 / 165 / 3751769499 / 378299 / 9795a943 / 594107c5N0c0ff8b2 . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6307 / 322 / 536108496 / 358645 / 1e46cf45 / 594107c5N0825d5cf . jpg '   / > < / div >
129	1	就 很 舒服 ， 用 的 很 舒服 ， 不 后悔
130	1	本人 电脑 纯小白 ， 专业 配置 术语 也 不会 讲 ， 买来 纯粹 就是 为了 玩游戏 ， 在 几个 口碑 较 好 配置 差不多 的 几个 机型 中 最后 拍板 了 这款 ( 主要 是 最贵 ， 在 纠结 哪款 好 的 时候 ， 拍板 最 贵 那个 绝对 没错 ) ， 首先 是 颜值 是 我 喜欢 的 类型 ， 然后 玩游戏 超 流畅 ， 画面 也 很 好 。 就是 最 开始 不会 设置 ， 有 一点 卡顿 ， 后来 客服 给 了 设置 方法 后 完全 没 问题 了 ， 所以 不会 搞 的 还是 问问 客服 吧
131	1	颜值 高 ， 性能 不错 。 三星 的 固态 ， 金士顿 2667 的 内存 ， 电池 损耗 电 0% ， 144Hz72 色域 ips 屏幕显示 不错 （ 屏幕 左下角 144Hz 这个 图标 贼 大 ， 手动 滑稽 ） ， 有点 小 遗憾 不是 LG 的 ， 新品 全是 友达 的 ？ 开机 只 卸载 了 麦克 菲 ， 然后 跑 分 。 其他 没用 的 软件 还 没 删 ， 估计 删除 那些 没用 的 软件 后 分数 更高 。 总体 来说 已经 很 不错 了 。
132	1	颜值 高 ， 性能 不错 。 三星 的 固态 ， 金士顿 2667 的 内存 ， 电池 损耗 电 0% ， 144Hz72 色域 ips 屏幕显示 不错 （ 屏幕 左下角 144Hz 这个 图标 贼 大 ， 手动 滑稽 ） ， 有点 小 遗憾 不是 LG 的 ， 新品 全是 友达 的 ？ 开机 只 卸载 了 麦克 菲 ， 然后 跑 分 。 其他 没用 的 软件 还 没 删 ， 估计 删除 那些 没用 的 软件 后 分数 更高 。 总体 来说 已经 很 不错 了 。 < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t17185 / 217 / 576823146 / 63576 / cee04a9b / 5a969a23N756d6a3d . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t17473 / 224 / 546633591 / 65742 / eba0722d / 5a969a28N75b94959 . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t18775 / 136 / 535516200 / 63524 / d911e1ee / 5a969a2aNfe151d7f . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t15493 / 59 / 2222841951 / 50316 / 309aee7c / 5a969a2dN22c1406a . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t14851 / 107 / 2231500980 / 52110 / 41920391 / 5a969a2fN8b303bbd . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t15724 / 133 / 2175610563 / 43326 / 36f96f12 / 5a969a31N12124031 . jpg '   / > < / div >
133	1	抢 的 首发 ， 就是 快递 比 别人 慢点 ， 人家 都 用 了 一天 了 ， 我 才 拿到 ， 打开 应用 前会卡 一下 ， 144 听 上去 很 厉害 ， 反正 我 看不出来 ， 总体 可以 ， 外观 很 喜欢 ， 金属 C 面 手感 不错 ， 内存 ， 固态 都 是 三星 ， 可以 的 ， 就是 128G 固态 要装 双系统 不太够 ， 后面 打算 把 机械 也 换成 固态 ， 其实 要不是 舍不得 一个 永久 正版 的 office 早就 重装 了 ， 虽然 盗版 也 一样 用
134	1	原厂 系统 安装 在 了 固态 盘 里 ， 128G 空间 太 捉襟见肘 了 ， 所以 游戏 只能 装 到 机械 盘 了 。 这种 设定 有点 浪费 固态 盘 了 。 刚 开机 发现 这种 设定 后 就 直接 重启 ， 然后 全格 了 ， 然后 重新 分区 ， 把 系统 装到 了 机械 盘 。 这样 虽然 开机 变慢 了 ， 但是 游戏 加载 快 了 啊 ， 体验出 固态 盘 的 价值 了 啊 。 由于 重装 了 系统 ， 顺便 解决 了 右键 思考 人生 的 通病 。 HP 这 把 重装 还 得 开启 个 & ldquo ; 传统模式 & rdquo ; 。 要不然 根本 没法 从 外置 光驱 启动 。 装完 了 那个 那 传统模式 也 不能 关闭 ， 要不然 进不了 系统 。 B & amp ; O 喇叭 也 就 这样 ， 笔记本 外放 音质 要求 不能 高 。 屏幕 色彩 较 灰暗 ， 对不起 这 所谓 的 72% NTSC 色域 。 跑 分 由于 系统 装在 了 机械 盘 ， 跑 分 测试 时 软件 是 测试 的 机械 盘 ， 所以 硬盘 项 得分 较 低 ， 开机 时间 同理 。 魔兽 世界 全屏 ， 1080P ， 特效 全开 ， 55 - 60fps 左右 ， 设置 特效 6 档 左右 比较 顺畅 ， 可以 100 + fps 。 价格比 其他 品牌 同 配置 略贵 。 但 造型 好看 ， 颜值 高 。 性价比 给 个 3 星半 吧 。
135	0	相当 不错 的 电脑 ， 帮 同学 买 了 好多 台 电脑 ， 其中 买过 暗影 精灵 2 代 ， 同等 配置 的 电脑 ， 相比之下 ， 2 代 轻薄 圆滑 ， 3 代 音响 和 散热 做 的 很棒 ， 外观 打破 以前 的 圆滑 ， 现在 更 像 游戏 本 ， 模具 做 的 相当 不错 ， 键盘 背光 也 有所改进 。
136	1	相当 不错 的 电脑 ， 帮 同学 买 了 好多 台 电脑 ， 其中 买过 暗影 精灵 2 代 ， 同等 配置 的 电脑 ， 相比之下 ， 2 代 轻薄 圆滑 ， 3 代 音响 和 散热 做 的 很棒 ， 外观 打破 以前 的 圆滑 ， 现在 更 像 游戏 本 ， 模具 做 的 相当 不错 ， 键盘 背光 也 有所改进 。 < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t5971 / 191 / 2829701752 / 85406 / 16c2618c / 5945f0d5N3990aaaf . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6109 / 26 / 2766700735 / 57758 / 269173d0 / 5945f0e1N02686193 . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6757 / 40 / 818676532 / 52180 / 7b838010 / 5945f0e5N264d34a9 . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6274 / 107 / 827255584 / 60827 / 9294c978 / 5945f0ebN9a795c6e . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t5611 / 70 / 3983828832 / 59460 / 2febc0a2 / 5945f0eeNc018b250 . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t5812 / 235 / 3930801532 / 63612 / 85e3985d / 5945f0efN01aba2f9 . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6748 / 61 / 833554720 / 54491 / c3d50ca7 / 5945f0f0N69052e9f . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6352 / 139 / 824163552 / 33241 / 790d34a5 / 5945f0f0Na3a96ef6 . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6187 / 175 / 823544156 / 63227 / 7fc19dd6 / 5945f0f1N85624ba7 . jpg '   / > < / div >
137	0	我 觉得 其实 买 笔记本 没什么 好 纠结 的 ， 因为 配置 上 ， 品牌机 同等 价位 不会 有 很大 差距 ， 总是 各有千秋 的 。 暗影 精灵 又 是 比较 主流 的 游戏 本 ， 借着 这次 活动 ， 所以 我 几乎 没有 什么 犹豫 就 秒 下单 了 。     给钱 很 爽快 ， 等待 很 焦灼 。 其实 物流 还是 很快 的 ， 隔天 上午 就 到 了 ， 但 我 仍然 觉得 度 秒 如年 & hellip ;   虽然 期待值 过高 ， 看到 实物 总会 有 落差 ， 但是 收到 包裹 及 整个 拆 包裹 的 过程 ， 我 都 还是 很 满意 的 。 包装 很 好 ， 有种 接到 博士 黑 科技 的 感觉 。 而 它 整体 的 外观 以及 帅气 的 散热 口 都 总是 让 我 想到 兰博基尼 和 影流 之主劫 ， & ldquo ; 无形 装逼 ， 最为 致命 & rdquo ; 的 那种 。   跑 分 不错 ， 但是 好像 大家 都 有 这个 问题 ， 桌面 点 右键 会 卡 ， 而且 我 昨天 用 自带 的 媒体 软件 播放 电影 会花屏 ， 不 知道 是 硬件 问题 还是 软件 问题 。
138	1	我 觉得 其实 买 笔记本 没什么 好 纠结 的 ， 因为 配置 上 ， 品牌机 同等 价位 不会 有 很大 差距 ， 总是 各有千秋 的 。 暗影 精灵 又 是 比较 主流 的 游戏 本 ， 借着 这次 活动 ， 所以 我 几乎 没有 什么 犹豫 就 秒 下单 了 。     给钱 很 爽快 ， 等待 很 焦灼 。 其实 物流 还是 很快 的 ， 隔天 上午 就 到 了 ， 但 我 仍然 觉得 度 秒 如年 & amp ; hellip ;   虽然 期待值 过高 ， 看到 实物 总会 有 落差 ， 但是 收到 包裹 及 整个 拆 包裹 的 过程 ， 我 都 还是 很 满意 的 。 包装 很 好 ， 有种 接到 博士 黑 科技 的 感觉 。 而 它 整体 的 外观 以及 帅气 的 散热 口 都 总是 让 我 想到 兰博基尼 和 影流 之主劫 ， & amp ; ldquo ; 无形 装逼 ， 最为 致命 & amp ; rdquo ; 的 那种 。   跑 分 不错 ， 但是 好像 大家 都 有 这个 问题 ， 桌面 点 右键 会 卡 ， 而且 我 昨天 用 自带 的 媒体 软件 播放 电影 会花屏 ， 不 知道 是 硬件 问题 还是 软件 问题 。
139	1	朋友 觉得 笔记本 看起来 很 高端 ， 外形 很 好看 ， 用 了 一段时间 过来 评价 ， 开始 W10 系统 用 的 卡 ， 后来 问问 客服 ， 自己 也 查查 资料 ， 现在 设置 好 电脑 快 多 了 ， 现在 体验 确实 很棒 ！
140	1	朋友 说 ， 男人 可以 没 钱 ， 但 一定 要骚 ， 这 外形 的确 骚 ！ 个人 觉得 风扇 一般 ， 不是 很 吵 ， i7 的确 热 ， 配个 散热器 勉强 可以 接受 。 吃 鸡 挺 流畅 的 ， 试过 在 倒计时 之前 进入 画面 ， 外放 喇叭 试 过 几秒 破音 ， 暂时 不 知道 是 什么 原因 。 不过 真是 人品 爆发 ， 固态 跟 机械 都 是 三星 的 ， 科科科 ... 日后 再 追加 评论
141	1	完全 是 看 参数 抢 首发 剁 手 的 一次 购买 行为 ， 没想到 也 收获 挺 多 意外 和 乐趣 。 笔记本 比 意料之中 的 薄 很多 ， 顶 配有 雷电 3 接口 ， 可以 以后 玩外 接 显卡 ， IPS 屏幕显示 效果 非常 惊艳 ， 进风 散热 设计 挺 牛 X ， 键盘 有 风吹 似的 凉爽 感 ， 键盘 上部 玩游戏 时 可 别碰 会 烫手 。 希望 能 给 朋友 们 有用 的 信息 。
142	1	作为 一个 电脑 小白 说实话 并 没有 什么 感觉 ， 是 好 是 坏 也 看不出来 _ ( : з 」 & ang ; ) _ ， 只是 象征性 的 跑 个 分 ， 下载 个 游戏 试试 ， 也 就 刚 上 手用 ， 也 没 啥 大 毛病 ， 屏幕 漏光 漏 了 三处 好 在 不大 ， 玩儿 游戏 时 除了 发热 ， 就是 风扇 的 声音 太 大 ， 我 室友 以为 外面 下雨 了 & hellip ; & hellip ; ， 上 b 站 的 时候 不 知道 为啥 会卡顿 & hellip ; & hellip ; 总体 来说 & hellip ; & hellip ; 不 懂
143	1	作为 一个 电脑 小白 说实话 并 没有 什么 感觉 ， 是 好 是 坏 也 看不出来 _ ( : з 」 & amp ; ang ; ) _ ， 只是 象征性 的 跑 个 分 ， 下载 个 游戏 试试 ， 也 就 刚 上 手用 ， 也 没 啥 大 毛病 ， 屏幕 漏光 漏 了 三处 好 在 不大 ， 玩儿 游戏 时 除了 发热 ， 就是 风扇 的 声音 太 大 ， 我 室友 以为 外面 下雨 了 & amp ; hellip ; & amp ; hellip ; ， 上 b 站 的 时候 不 知道 为啥 会卡顿 & amp ; hellip ; & amp ; hellip ; 总体 来说 & amp ; hellip ; & amp ; hellip ; 不 懂
144	1	用 了 一段时间 才 来 评价 ， 开机 速度 超快 ， 外形 很 喜欢 ， 暂时 没 下 游戏 ， 性能 不知 如何 ， 办公 软件 用 的 也 蛮 溜 的 ， 就是 右键 会卡顿 ， 用鲁 大师 跑 分 20 万多 ， 就是 第一次 测试 显示 硬盘 使用 次数 有 二十多次 记录 了 ， 因为 急 着 用 电脑 ， 也 不在意 了 ， 只要 不是 特 离谱 还 能 接受 吧 ， 到 时 下载 游戏 测试 性能 看看
145	0	还 可以 吧 ， 不过 对于 我 这种 小白 第一次 买 笔记本 ， 我 也 不 太 清楚 。 我 是 买来 玩游戏 的 我 就 买 了 一个 键盘 和 鼠标 。 这个 本本 送来 就是 裸机 ， 没有 赠品 。 用 了 这 一会 还 没 下载 好 ， 等 玩 了 游戏 再 跟 评 。
146	0	用 了 几个 星期 了 ， 我 也 来说 说 感受 ， 上 一台 电脑 是 华硕 的 ， 用 了 5 年 多 了 ， 其实 各 方面 都 还好 ， 自己 换 了 固态 ， 加 了 内存 ， 玩 LOL 没什么 压力 ， 但是 屏幕 有点 差 ， 抑制 不住 自己 内心 的 躁动 就 一定 要 买 一台 新 的 电脑 。 说 下 我 使用 电脑 的 情景 ， 大部分 时候 码 代码 ， 想着 有 时间 也 能 撸 一把 。 本来 想 买 8 代 U 的 轻薄 本 ， 又 或者 也 可以 等 8 代标压 CPU 的 笔记本 铺货 再 买 。 扯远 了 。 反正 就是 抑制 不住 内心 的 躁动 ， 下单 了 这款 笔记本 。 想着 码 代码 应该 无太大 压力 ， 最 多 后面 加个 内存 。 空闲 的 时候 想玩个 游戏 也 OK ， 说 是 有 100% sRGB ， 看个 图片 视频 也 应该 比旧 的 电脑 舒服 。 现在 说 说 使用 的 情况 ， 屏幕 有 一个 小小的 亮点 （ 或者说 暗点 ， 纯黑 情况 下 有 一点 稍微 有点 白 ， 不 仔细 看不出来 ） ， 颜色 还 算 可以 ， 没去 测 ， 没有 漏光 （ 不 知道 是 运气 好 还是 品控 加强 了 ） ， 屏幕 品牌 意料中 的 友达 。 其它 建兴 固态 、 海力士 内存 ， 估计 是 大家 口中 & ldquo ; 最差 & rdquo ; 的 运气 了 ， 但是 我 觉得 没什么 问题 ， 三星 固态 虽然 好 ， 但是 低端 不见得 好 ， 内存 只要 稳定 ， 哪个 牌子 都 挺 好 的 ， 又 不 玩 极限 超频 。 有个 奇怪 的 东西 是 ， 机械 硬盘 是 希捷 的 ， & ldquo ; 娱乐 大师 & rdquo ; 说 它 是 10000 转 / 分钟 的 ， 你 没 看错 ， 是 1W 转 每分钟 ， 哈哈 ， 应该 是 被 & ldquo ; 娱乐 大师 & rdquo ; 给 娱乐 了 。 接 评论 & mdash ;
